distance,w_lat,w_lon,h_lat,h_lon
11476,38.176,-85.736,38.161,-85.606
11234,38.176,-85.736,38.162,-85.609
11003,38.176,-85.736,38.160,-85.612
11477,38.176,-85.736,38.158,-85.607
11080,38.176,-85.736,38.158,-85.611
12145,38.176,-85.736,38.159,-85.599
11865,38.176,-85.736,38.160,-85.602
8562,38.176,-85.736,38.141,-85.649
8116,38.176,-85.736,38.142,-85.653
8838,38.176,-85.736,38.137,-85.648
8633,38.176,-85.736,38.136,-85.651
8518,38.176,-85.736,38.137,-85.652
10592,38.176,-85.736,38.129,-85.630
10361,38.176,-85.736,38.127,-85.635
10444,38.176,-85.736,38.129,-85.633
10706,38.176,-85.736,38.125,-85.632
10201,38.176,-85.736,38.125,-85.639
10018,38.176,-85.736,38.124,-85.642
10005,38.176,-85.736,38.125,-85.641
10492,38.176,-85.736,38.121,-85.638
10423,38.176,-85.736,38.123,-85.638
10867,38.176,-85.736,38.122,-85.632
9568,38.176,-85.736,38.137,-85.639
9683,38.176,-85.736,38.133,-85.640
9304,38.176,-85.736,38.133,-85.644
11304,38.176,-85.736,38.131,-85.620
10992,38.176,-85.736,38.130,-85.624
10735,38.176,-85.736,38.136,-85.624
10244,38.176,-85.736,38.134,-85.632
10655,38.176,-85.736,38.134,-85.626
10980,38.176,-85.736,38.133,-85.623
11511,38.176,-85.736,38.141,-85.612
12054,38.176,-85.736,38.142,-85.605
12088,38.176,-85.736,38.139,-85.606
12053,38.176,-85.736,38.153,-85.601
11616,38.176,-85.736,38.152,-85.607
11681,38.176,-85.736,38.145,-85.608
11465,38.176,-85.736,38.145,-85.611
11197,38.176,-85.736,38.146,-85.614
12007,38.176,-85.736,38.146,-85.604
12339,38.176,-85.736,38.144,-85.601
12551,38.176,-85.736,38.153,-85.595
12316,38.176,-85.736,38.149,-85.599
13022,38.176,-85.736,38.147,-85.592
13011,38.176,-85.736,38.142,-85.594
13188,38.176,-85.736,38.146,-85.590
12844,38.176,-85.736,38.140,-85.596
11788,38.176,-85.736,38.135,-85.612
12037,38.176,-85.736,38.132,-85.610
12610,38.176,-85.736,38.134,-85.602
12323,38.176,-85.736,38.130,-85.608
12002,38.176,-85.736,38.129,-85.612
14956,38.176,-85.736,38.191,-85.566
14737,38.176,-85.736,38.187,-85.568
15173,38.176,-85.736,38.191,-85.563
15362,38.176,-85.736,38.185,-85.561
14704,38.176,-85.736,38.182,-85.568
15399,38.176,-85.736,38.182,-85.560
15219,38.176,-85.736,38.182,-85.562
15601,38.176,-85.736,38.184,-85.558
15147,38.176,-85.736,38.174,-85.563
15846,38.176,-85.736,38.173,-85.555
15127,38.176,-85.736,38.166,-85.563
17315,38.176,-85.736,38.181,-85.538
16642,38.176,-85.736,38.180,-85.546
16757,38.176,-85.736,38.179,-85.544
17109,38.176,-85.736,38.174,-85.540
16865,38.176,-85.736,38.175,-85.543
14516,38.176,-85.736,38.145,-85.575
14463,38.176,-85.736,38.144,-85.576
14104,38.176,-85.736,38.147,-85.579
13826,38.176,-85.736,38.148,-85.582
16010,38.176,-85.736,38.166,-85.553
16132,38.176,-85.736,38.157,-85.553
16403,38.176,-85.736,38.153,-85.551
16194,38.176,-85.736,38.155,-85.553
14838,38.176,-85.736,38.160,-85.568
14943,38.176,-85.736,38.152,-85.568
14356,38.176,-85.736,38.150,-85.575
15250,38.176,-85.736,38.147,-85.565
17540,38.176,-85.736,38.175,-85.535
17339,38.176,-85.736,38.172,-85.538
19201,38.176,-85.736,38.185,-85.517
18414,38.176,-85.736,38.177,-85.525
17654,38.176,-85.736,38.181,-85.534
22272,38.176,-85.736,38.235,-85.492
21962,38.176,-85.736,38.231,-85.495
23279,38.176,-85.736,38.230,-85.479
22851,38.176,-85.736,38.224,-85.482
27074,38.176,-85.736,38.231,-85.434
16517,38.176,-85.736,38.129,-85.557
15825,38.176,-85.736,38.133,-85.564
16353,38.176,-85.736,38.124,-85.561
15641,38.176,-85.736,38.130,-85.567
16398,38.176,-85.736,38.118,-85.563
16885,38.176,-85.736,38.141,-85.548
14891,38.176,-85.736,38.139,-85.572
15510,38.176,-85.736,38.136,-85.566
16217,38.176,-85.736,38.137,-85.557
17494,38.176,-85.736,38.118,-85.550
17106,38.176,-85.736,38.108,-85.560
16967,38.176,-85.736,38.105,-85.565
19616,38.176,-85.736,38.084,-85.545
26567,38.176,-85.736,38.174,-85.432
23451,38.176,-85.736,38.160,-85.469
26922,38.176,-85.736,38.156,-85.429
22522,38.176,-85.736,38.159,-85.479
25169,38.176,-85.736,38.124,-85.456
22691,38.176,-85.736,38.119,-85.487
8683,38.176,-85.736,38.124,-85.661
8641,38.176,-85.736,38.118,-85.670
8840,38.176,-85.736,38.116,-85.669
9094,38.176,-85.736,38.125,-85.654
9148,38.176,-85.736,38.116,-85.665
9529,38.176,-85.736,38.131,-85.643
9318,38.176,-85.736,38.131,-85.646
8917,38.176,-85.736,38.133,-85.649
8867,38.176,-85.736,38.132,-85.651
9026,38.176,-85.736,38.132,-85.649
9169,38.176,-85.736,38.128,-85.650
9210,38.176,-85.736,38.126,-85.651
8876,38.176,-85.736,38.130,-85.653
9432,38.176,-85.736,38.129,-85.646
9584,38.176,-85.736,38.127,-85.646
9460,38.176,-85.736,38.111,-85.667
9649,38.176,-85.736,38.112,-85.661
9563,38.176,-85.736,38.111,-85.665
9765,38.176,-85.736,38.110,-85.662
9637,38.176,-85.736,38.109,-85.665
9936,38.176,-85.736,38.108,-85.662
10131,38.176,-85.736,38.104,-85.665
9919,38.176,-85.736,38.116,-85.651
10328,38.176,-85.736,38.116,-85.646
10279,38.176,-85.736,38.114,-85.649
9984,38.176,-85.736,38.115,-85.653
10401,38.176,-85.736,38.112,-85.649
10559,38.176,-85.736,38.113,-85.646
12214,38.176,-85.736,38.115,-85.620
11803,38.176,-85.736,38.121,-85.620
11916,38.176,-85.736,38.122,-85.618
10698,38.176,-85.736,38.115,-85.642
11040,38.176,-85.736,38.114,-85.637
10167,38.176,-85.736,38.111,-85.655
10485,38.176,-85.736,38.106,-85.656
14233,38.176,-85.736,38.131,-85.584
14767,38.176,-85.736,38.126,-85.580
14459,38.176,-85.736,38.127,-85.583
13665,38.176,-85.736,38.117,-85.599
13643,38.176,-85.736,38.120,-85.597
12673,38.176,-85.736,38.124,-85.607
13146,38.176,-85.736,38.118,-85.605
13094,38.176,-85.736,38.116,-85.607
13178,38.176,-85.736,38.113,-85.608
13388,38.176,-85.736,38.107,-85.610
13036,38.176,-85.736,38.096,-85.627
14435,38.176,-85.736,38.096,-85.606
14199,38.176,-85.736,38.094,-85.611
14266,38.176,-85.736,38.091,-85.614
15857,38.176,-85.736,38.114,-85.573
15511,38.176,-85.736,38.107,-85.582
15753,38.176,-85.736,38.112,-85.575
17743,38.176,-85.736,38.088,-85.567
17778,38.176,-85.736,38.094,-85.562
17422,38.176,-85.736,38.092,-85.568
17673,38.176,-85.736,38.092,-85.565
17381,38.176,-85.736,38.097,-85.565
11279,38.176,-85.736,38.108,-85.640
11259,38.176,-85.736,38.103,-85.646
12088,38.176,-85.736,38.099,-85.639
11907,38.176,-85.736,38.101,-85.638
11449,38.176,-85.736,38.100,-85.647
12678,38.176,-85.736,38.086,-85.647
12203,38.176,-85.736,38.089,-85.651
11995,38.176,-85.736,38.089,-85.654
11765,38.176,-85.736,38.088,-85.660
11780,38.176,-85.736,38.086,-85.666
12015,38.176,-85.736,38.084,-85.664
12382,38.176,-85.736,38.084,-85.657
10594,38.176,-85.736,38.102,-85.660
10340,38.176,-85.736,38.100,-85.667
10829,38.176,-85.736,38.097,-85.663
11506,38.176,-85.736,38.093,-85.657
11328,38.176,-85.736,38.093,-85.661
10918,38.176,-85.736,38.101,-85.655
11163,38.176,-85.736,38.100,-85.653
11218,38.176,-85.736,38.097,-85.657
10870,38.176,-85.736,38.099,-85.660
11407,38.176,-85.736,38.097,-85.652
11264,38.176,-85.736,38.100,-85.651
11637,38.176,-85.736,38.096,-85.650
11858,38.176,-85.736,38.092,-85.652
11850,38.176,-85.736,38.092,-85.652
12190,38.176,-85.736,38.091,-85.648
11932,38.176,-85.736,38.095,-85.647
12101,38.176,-85.736,38.095,-85.643
12417,38.176,-85.736,38.091,-85.644
12299,38.176,-85.736,38.093,-85.643
12628,38.176,-85.736,38.091,-85.641
8974,38.176,-85.736,38.103,-85.691
9761,38.176,-85.736,38.097,-85.688
9729,38.176,-85.736,38.096,-85.691
10483,38.176,-85.736,38.093,-85.680
8825,38.176,-85.736,38.108,-85.684
8483,38.176,-85.736,38.109,-85.688
8468,38.176,-85.736,38.109,-85.690
9778,38.176,-85.736,38.102,-85.675
9186,38.176,-85.736,38.104,-85.684
8938,38.176,-85.736,38.106,-85.686
9126,38.176,-85.736,38.103,-85.687
9416,38.176,-85.736,38.100,-85.688
11376,38.176,-85.736,38.086,-85.674
11062,38.176,-85.736,38.087,-85.680
11332,38.176,-85.736,38.085,-85.677
11421,38.176,-85.736,38.085,-85.676
8579,38.176,-85.736,38.105,-85.699
8633,38.176,-85.736,38.104,-85.700
7935,38.176,-85.736,38.112,-85.695
8247,38.176,-85.736,38.110,-85.692
8053,38.176,-85.736,38.112,-85.694
9826,38.176,-85.736,38.094,-85.694
1996,38.176,-85.736,38.164,-85.718
2240,38.176,-85.736,38.169,-85.712
2369,38.176,-85.736,38.169,-85.710
2658,38.176,-85.736,38.165,-85.709
2814,38.176,-85.736,38.167,-85.706
2458,38.176,-85.736,38.166,-85.711
2508,38.176,-85.736,38.164,-85.711
3078,38.176,-85.736,38.161,-85.706
2970,38.176,-85.736,38.160,-85.708
2806,38.176,-85.736,38.162,-85.709
6361,38.176,-85.736,38.123,-85.709
5186,38.176,-85.736,38.144,-85.692
4968,38.176,-85.736,38.143,-85.697
5049,38.176,-85.736,38.141,-85.699
5271,38.176,-85.736,38.140,-85.696
5507,38.176,-85.736,38.141,-85.692
5275,38.176,-85.736,38.143,-85.693
5213,38.176,-85.736,38.139,-85.699
5672,38.176,-85.736,38.138,-85.693
5350,38.176,-85.736,38.137,-85.699
4520,38.176,-85.736,38.149,-85.698
4584,38.176,-85.736,38.146,-85.700
4926,38.176,-85.736,38.146,-85.695
6547,38.176,-85.736,38.128,-85.692
6853,38.176,-85.736,38.124,-85.694
6584,38.176,-85.736,38.127,-85.694
6742,38.176,-85.736,38.126,-85.691
7304,38.176,-85.736,38.120,-85.692
7126,38.176,-85.736,38.120,-85.696
7197,38.176,-85.736,38.119,-85.697
7393,38.176,-85.736,38.117,-85.696
7811,38.176,-85.736,38.115,-85.692
7595,38.176,-85.736,38.116,-85.695
6077,38.176,-85.736,38.134,-85.691
5369,38.176,-85.736,38.136,-85.701
6018,38.176,-85.736,38.133,-85.695
5863,38.176,-85.736,38.132,-85.699
6002,38.176,-85.736,38.131,-85.698
6466,38.176,-85.736,38.129,-85.692
6369,38.176,-85.736,38.131,-85.691
6567,38.176,-85.736,38.130,-85.688
6695,38.176,-85.736,38.131,-85.685
7018,38.176,-85.736,38.129,-85.683
7115,38.176,-85.736,38.127,-85.684
7549,38.176,-85.736,38.120,-85.687
7224,38.176,-85.736,38.123,-85.689
7389,38.176,-85.736,38.123,-85.685
7688,38.176,-85.736,38.121,-85.682
7750,38.176,-85.736,38.122,-85.680
8544,38.176,-85.736,38.113,-85.680
5587,38.176,-85.736,38.147,-85.684
5310,38.176,-85.736,38.146,-85.689
6058,38.176,-85.736,38.143,-85.681
7180,38.176,-85.736,38.148,-85.662
6905,38.176,-85.736,38.142,-85.670
7386,38.176,-85.736,38.142,-85.664
7546,38.176,-85.736,38.142,-85.661
7772,38.176,-85.736,38.139,-85.660
7589,38.176,-85.736,38.141,-85.661
6989,38.176,-85.736,38.135,-85.675
7448,38.176,-85.736,38.132,-85.671
7197,38.176,-85.736,38.133,-85.675
7578,38.176,-85.736,38.133,-85.669
7757,38.176,-85.736,38.135,-85.664
7413,38.176,-85.736,38.136,-85.668
8027,38.176,-85.736,38.132,-85.663
8074,38.176,-85.736,38.129,-85.666
7332,38.176,-85.736,38.129,-85.678
8129,38.176,-85.736,38.123,-85.672
8013,38.176,-85.736,38.127,-85.669
7952,38.176,-85.736,38.127,-85.670
7893,38.176,-85.736,38.126,-85.671
7919,38.176,-85.736,38.122,-85.677
8382,38.176,-85.736,38.102,-85.717
9773,38.176,-85.736,38.092,-85.703
8601,38.176,-85.736,38.099,-85.729
8572,38.176,-85.736,38.099,-85.734
9327,38.176,-85.736,38.093,-85.748
9079,38.176,-85.736,38.096,-85.758
9904,38.176,-85.736,38.087,-85.738
7146,38.176,-85.736,38.112,-85.739
7950,38.176,-85.736,38.105,-85.748
8327,38.176,-85.736,38.104,-85.759
8564,38.176,-85.736,38.099,-85.742
5631,38.176,-85.736,38.126,-85.742
6003,38.176,-85.736,38.124,-85.754
6029,38.176,-85.736,38.122,-85.741
6311,38.176,-85.736,38.121,-85.753
6536,38.176,-85.736,38.119,-85.754
6746,38.176,-85.736,38.116,-85.743
6864,38.176,-85.736,38.115,-85.750
6612,38.176,-85.736,38.122,-85.767
7255,38.176,-85.736,38.117,-85.771
7360,38.176,-85.736,38.112,-85.759
8309,38.176,-85.736,38.108,-85.773
8921,38.176,-85.736,38.099,-85.764
8161,38.176,-85.736,38.106,-85.763
9203,38.176,-85.736,38.116,-85.807
9747,38.176,-85.736,38.111,-85.810
8299,38.176,-85.736,38.115,-85.789
14689,38.176,-85.736,38.075,-85.844
14279,38.176,-85.736,38.071,-85.830
8729,38.176,-85.736,38.115,-85.798
10251,38.176,-85.736,38.090,-85.779
11872,38.176,-85.736,38.076,-85.782
11292,38.176,-85.736,38.077,-85.762
9316,38.176,-85.736,38.096,-85.768
16583,38.176,-85.736,38.099,-85.897
16418,38.176,-85.736,38.090,-85.888
15966,38.176,-85.736,38.090,-85.881
16301,38.176,-85.736,38.086,-85.883
16211,38.176,-85.736,38.089,-85.884
17241,38.176,-85.736,38.085,-85.895
15221,38.176,-85.736,38.099,-85.879
14932,38.176,-85.736,38.103,-85.878
14871,38.176,-85.736,38.100,-85.875
14951,38.176,-85.736,38.099,-85.876
15031,38.176,-85.736,38.099,-85.876
15873,38.176,-85.736,38.095,-85.885
15381,38.176,-85.736,38.097,-85.879
15374,38.176,-85.736,38.098,-85.880
15586,38.176,-85.736,38.098,-85.883
15541,38.176,-85.736,38.095,-85.880
15660,38.176,-85.736,38.096,-85.883
21313,38.176,-85.736,38.037,-85.902
20111,38.176,-85.736,38.048,-85.897
19200,38.176,-85.736,38.058,-85.896
19318,38.176,-85.736,38.058,-85.897
19500,38.176,-85.736,38.056,-85.898
19503,38.176,-85.736,38.054,-85.895
18169,38.176,-85.736,38.070,-85.893
18411,38.176,-85.736,38.065,-85.892
19024,38.176,-85.736,38.061,-85.896
18625,38.176,-85.736,38.064,-85.894
18901,38.176,-85.736,38.060,-85.893
11043,38.176,-85.736,38.127,-85.845
11513,38.176,-85.736,38.123,-85.849
11295,38.176,-85.736,38.123,-85.845
12065,38.176,-85.736,38.119,-85.852
11727,38.176,-85.736,38.119,-85.848
11252,38.176,-85.736,38.121,-85.843
11192,38.176,-85.736,38.117,-85.839
11579,38.176,-85.736,38.114,-85.841
12029,38.176,-85.736,38.117,-85.850
12152,38.176,-85.736,38.110,-85.846
12245,38.176,-85.736,38.115,-85.852
12656,38.176,-85.736,38.112,-85.854
12484,38.176,-85.736,38.114,-85.854
12864,38.176,-85.736,38.109,-85.855
12783,38.176,-85.736,38.113,-85.858
13309,38.176,-85.736,38.108,-85.860
13108,38.176,-85.736,38.107,-85.856
12915,38.176,-85.736,38.108,-85.855
14459,38.176,-85.736,38.100,-85.869
14378,38.176,-85.736,38.097,-85.866
14042,38.176,-85.736,38.099,-85.862
14788,38.176,-85.736,38.092,-85.866
14833,38.176,-85.736,38.093,-85.868
13655,38.176,-85.736,38.100,-85.858
13385,38.176,-85.736,38.100,-85.854
13167,38.176,-85.736,38.101,-85.852
13735,38.176,-85.736,38.097,-85.856
13845,38.176,-85.736,38.097,-85.857
13610,38.176,-85.736,38.096,-85.852
13927,38.176,-85.736,38.093,-85.855
14404,38.176,-85.736,38.092,-85.860
14119,38.176,-85.736,38.092,-85.856
13904,38.176,-85.736,38.091,-85.851
13579,38.176,-85.736,38.093,-85.849
13830,38.176,-85.736,38.092,-85.852
12344,38.176,-85.736,38.104,-85.842
12691,38.176,-85.736,38.104,-85.848
12361,38.176,-85.736,38.100,-85.838
11716,38.176,-85.736,38.108,-85.838
16564,38.176,-85.736,38.075,-85.874
16530,38.176,-85.736,38.077,-85.876
16096,38.176,-85.736,38.078,-85.871
15974,38.176,-85.736,38.080,-85.872
15779,38.176,-85.736,38.084,-85.873
17123,38.176,-85.736,38.071,-85.879
15061,38.176,-85.736,38.089,-85.867
15427,38.176,-85.736,38.087,-85.871
15738,38.176,-85.736,38.084,-85.872
15665,38.176,-85.736,38.083,-85.869
15395,38.176,-85.736,38.083,-85.866
16010,38.176,-85.736,38.085,-85.877
16289,38.176,-85.736,38.083,-85.879
16571,38.176,-85.736,38.079,-85.879
4977,38.176,-85.736,38.149,-85.780
5368,38.176,-85.736,38.144,-85.782
5601,38.176,-85.736,38.147,-85.788
5545,38.176,-85.736,38.149,-85.789
5711,38.176,-85.736,38.142,-85.784
6173,38.176,-85.736,38.140,-85.789
5792,38.176,-85.736,38.140,-85.784
5971,38.176,-85.736,38.139,-85.785
6069,38.176,-85.736,38.135,-85.781
5660,38.176,-85.736,38.138,-85.779
6501,38.176,-85.736,38.129,-85.780
5875,38.176,-85.736,38.134,-85.776
5964,38.176,-85.736,38.134,-85.778
5384,38.176,-85.736,38.141,-85.778
5182,38.176,-85.736,38.144,-85.778
5613,38.176,-85.736,38.140,-85.781
6754,38.176,-85.736,38.133,-85.789
6697,38.176,-85.736,38.131,-85.786
7053,38.176,-85.736,38.128,-85.789
7990,38.176,-85.736,38.122,-85.795
7053,38.176,-85.736,38.127,-85.787
8923,38.176,-85.736,38.154,-85.833
8149,38.176,-85.736,38.152,-85.823
8738,38.176,-85.736,38.150,-85.830
10681,38.176,-85.736,38.133,-85.845
8565,38.176,-85.736,38.143,-85.824
10850,38.176,-85.736,38.127,-85.842
10891,38.176,-85.736,38.131,-85.846
10554,38.176,-85.736,38.112,-85.824
11047,38.176,-85.736,38.110,-85.830
10982,38.176,-85.736,38.114,-85.833
8736,38.176,-85.736,38.130,-85.816
9219,38.176,-85.736,38.123,-85.816
9197,38.176,-85.736,38.117,-85.809
8686,38.176,-85.736,38.123,-85.808
9478,38.176,-85.736,38.115,-85.812
7322,38.176,-85.736,38.152,-85.813
7853,38.176,-85.736,38.150,-85.819
8168,38.176,-85.736,38.149,-85.822
8049,38.176,-85.736,38.135,-85.811
7961,38.176,-85.736,38.149,-85.819
5793,38.176,-85.736,38.153,-85.794
7063,38.176,-85.736,38.141,-85.803
7825,38.176,-85.736,38.147,-85.817
5776,38.176,-85.736,38.150,-85.792
6190,38.176,-85.736,38.145,-85.794
6505,38.176,-85.736,38.143,-85.796
7044,38.176,-85.736,38.151,-85.809
6135,38.176,-85.736,38.185,-85.805
6097,38.176,-85.736,38.184,-85.804
5953,38.176,-85.736,38.184,-85.803
6486,38.176,-85.736,38.182,-85.809
5935,38.176,-85.736,38.182,-85.803
5719,38.176,-85.736,38.182,-85.800
5905,38.176,-85.736,38.178,-85.803
5779,38.176,-85.736,38.176,-85.801
6299,38.176,-85.736,38.177,-85.807
6651,38.176,-85.736,38.179,-85.811
5771,38.176,-85.736,38.173,-85.801
6656,38.176,-85.736,38.175,-85.811
7469,38.176,-85.736,38.157,-85.817
7878,38.176,-85.736,38.160,-85.823
6780,38.176,-85.736,38.167,-85.812
7031,38.176,-85.736,38.173,-85.816
5795,38.176,-85.736,38.166,-85.800
5849,38.176,-85.736,38.161,-85.800
6271,38.176,-85.736,38.157,-85.803
6604,38.176,-85.736,38.159,-85.808
6480,38.176,-85.736,38.158,-85.806
10356,38.176,-85.736,38.142,-85.845
10802,38.176,-85.736,38.141,-85.850
10844,38.176,-85.736,38.137,-85.849
10609,38.176,-85.736,38.139,-85.847
10946,38.176,-85.736,38.136,-85.850
10885,38.176,-85.736,38.134,-85.848
10948,38.176,-85.736,38.140,-85.852
11122,38.176,-85.736,38.142,-85.855
11685,38.176,-85.736,38.137,-85.859
11667,38.176,-85.736,38.136,-85.859
11278,38.176,-85.736,38.138,-85.855
11531,38.176,-85.736,38.135,-85.856
12265,38.176,-85.736,38.135,-85.865
12037,38.176,-85.736,38.142,-85.866
12337,38.176,-85.736,38.143,-85.870
12532,38.176,-85.736,38.138,-85.870
11796,38.176,-85.736,38.141,-85.863
11975,38.176,-85.736,38.137,-85.863
13156,38.176,-85.736,38.127,-85.872
13081,38.176,-85.736,38.126,-85.870
12868,38.176,-85.736,38.125,-85.867
12988,38.176,-85.736,38.123,-85.867
12763,38.176,-85.736,38.134,-85.871
12842,38.176,-85.736,38.134,-85.872
13170,38.176,-85.736,38.135,-85.877
13731,38.176,-85.736,38.126,-85.879
13611,38.176,-85.736,38.126,-85.877
13283,38.176,-85.736,38.130,-85.875
13407,38.176,-85.736,38.123,-85.873
12939,38.176,-85.736,38.144,-85.877
13884,38.176,-85.736,38.131,-85.883
13229,38.176,-85.736,38.142,-85.880
13302,38.176,-85.736,38.140,-85.880
11455,38.176,-85.736,38.133,-85.854
11577,38.176,-85.736,38.132,-85.855
11888,38.176,-85.736,38.129,-85.857
11486,38.176,-85.736,38.129,-85.852
11922,38.176,-85.736,38.132,-85.860
12035,38.176,-85.736,38.131,-85.861
12145,38.176,-85.736,38.130,-85.861
12284,38.176,-85.736,38.127,-85.861
13515,38.176,-85.736,38.121,-85.873
13560,38.176,-85.736,38.118,-85.871
13847,38.176,-85.736,38.118,-85.875
13533,38.176,-85.736,38.115,-85.869
13441,38.176,-85.736,38.117,-85.869
14350,38.176,-85.736,38.111,-85.877
13800,38.176,-85.736,38.110,-85.868
13626,38.176,-85.736,38.114,-85.870
12719,38.176,-85.736,38.120,-85.862
12880,38.176,-85.736,38.121,-85.865
12855,38.176,-85.736,38.116,-85.861
13008,38.176,-85.736,38.115,-85.862
11199,38.176,-85.736,38.154,-85.860
11783,38.176,-85.736,38.152,-85.867
11567,38.176,-85.736,38.147,-85.862
12216,38.176,-85.736,38.147,-85.870
11010,38.176,-85.736,38.150,-85.857
10832,38.176,-85.736,38.150,-85.855
10800,38.176,-85.736,38.147,-85.853
11107,38.176,-85.736,38.146,-85.857
11154,38.176,-85.736,38.174,-85.863
11372,38.176,-85.736,38.168,-85.865
10356,38.176,-85.736,38.169,-85.853
10677,38.176,-85.736,38.169,-85.857
11421,38.176,-85.736,38.170,-85.866
10229,38.176,-85.736,38.166,-85.852
9990,38.176,-85.736,38.163,-85.848
10359,38.176,-85.736,38.162,-85.852
10544,38.176,-85.736,38.164,-85.855
10727,38.176,-85.736,38.164,-85.857
11292,38.176,-85.736,38.160,-85.863
11031,38.176,-85.736,38.161,-85.860
11177,38.176,-85.736,38.157,-85.861
10896,38.176,-85.736,38.160,-85.858
10696,38.176,-85.736,38.159,-85.856
11589,38.176,-85.736,38.163,-85.867
12786,38.176,-85.736,38.158,-85.880
12284,38.176,-85.736,38.153,-85.873
12675,38.176,-85.736,38.148,-85.876
12062,38.176,-85.736,38.153,-85.870
7307,38.176,-85.736,38.176,-85.819
7776,38.176,-85.736,38.180,-85.824
8188,38.176,-85.736,38.180,-85.829
7423,38.176,-85.736,38.180,-85.820
7501,38.176,-85.736,38.179,-85.821
8092,38.176,-85.736,38.177,-85.828
7565,38.176,-85.736,38.177,-85.822
8649,38.176,-85.736,38.177,-85.834
8911,38.176,-85.736,38.177,-85.837
8359,38.176,-85.736,38.174,-85.831
7956,38.176,-85.736,38.172,-85.826
8166,38.176,-85.736,38.170,-85.828
8376,38.176,-85.736,38.172,-85.831
8552,38.176,-85.736,38.170,-85.833
8613,38.176,-85.736,38.171,-85.834
8977,38.176,-85.736,38.162,-85.836
9346,38.176,-85.736,38.164,-85.841
9305,38.176,-85.736,38.159,-85.840
8343,38.176,-85.736,38.162,-85.829
9681,38.176,-85.736,38.151,-85.841
10213,38.176,-85.736,38.150,-85.847
10360,38.176,-85.736,38.150,-85.849
9912,38.176,-85.736,38.145,-85.841
10258,38.176,-85.736,38.145,-85.846
10157,38.176,-85.736,38.145,-85.845
10638,38.176,-85.736,38.147,-85.851
7573,38.176,-85.736,38.171,-85.822
7991,38.176,-85.736,38.168,-85.826
8207,38.176,-85.736,38.164,-85.828
10289,38.176,-85.736,38.181,-85.853
10092,38.176,-85.736,38.179,-85.851
10758,38.176,-85.736,38.177,-85.858
9491,38.176,-85.736,38.167,-85.843
9597,38.176,-85.736,38.170,-85.845
9413,38.176,-85.736,38.171,-85.843
9678,38.176,-85.736,38.166,-85.845
9653,38.176,-85.736,38.164,-85.845
9003,38.176,-85.736,38.176,-85.838
9118,38.176,-85.736,38.171,-85.839
9100,38.176,-85.736,38.174,-85.839
8814,38.176,-85.736,38.172,-85.836
8797,38.176,-85.736,38.174,-85.836
8942,38.176,-85.736,38.175,-85.838
8948,38.176,-85.736,38.174,-85.838
6924,38.176,-85.736,38.203,-85.807
6903,38.176,-85.736,38.201,-85.808
6963,38.176,-85.736,38.200,-85.809
6918,38.176,-85.736,38.195,-85.811
8279,38.176,-85.736,38.202,-85.824
7853,38.176,-85.736,38.200,-85.820
7291,38.176,-85.736,38.196,-85.815
7391,38.176,-85.736,38.197,-85.816
7724,38.176,-85.736,38.197,-85.820
8178,38.176,-85.736,38.198,-85.825
8094,38.176,-85.736,38.196,-85.824
8392,38.176,-85.736,38.204,-85.825
7897,38.176,-85.736,38.202,-85.820
8718,38.176,-85.736,38.202,-85.830
8355,38.176,-85.736,38.198,-85.827
8728,38.176,-85.736,38.196,-85.832
9189,38.176,-85.736,38.194,-85.838
8390,38.176,-85.736,38.209,-85.822
8358,38.176,-85.736,38.211,-85.820
7139,38.176,-85.736,38.189,-85.815
6807,38.176,-85.736,38.192,-85.811
7788,38.176,-85.736,38.192,-85.822
7971,38.176,-85.736,38.194,-85.824
8221,38.176,-85.736,38.189,-85.828
7653,38.176,-85.736,38.188,-85.822
7547,38.176,-85.736,38.191,-85.820
9563,38.176,-85.736,38.191,-85.843
9703,38.176,-85.736,38.192,-85.844
9739,38.176,-85.736,38.192,-85.845
9861,38.176,-85.736,38.190,-85.847
9946,38.176,-85.736,38.189,-85.848
9595,38.176,-85.736,38.182,-85.845
9188,38.176,-85.736,38.179,-85.840
8902,38.176,-85.736,38.179,-85.837
8774,38.176,-85.736,38.191,-85.834
9431,38.176,-85.736,38.185,-85.843
8683,38.176,-85.736,38.187,-85.834
9914,38.176,-85.736,38.185,-85.848
10090,38.176,-85.736,38.183,-85.850
8232,38.176,-85.736,38.185,-85.829
7653,38.176,-85.736,38.184,-85.822
8215,38.176,-85.736,38.181,-85.829
8554,38.176,-85.736,38.224,-85.812
8680,38.176,-85.736,38.223,-85.815
8470,38.176,-85.736,38.222,-85.813
8520,38.176,-85.736,38.223,-85.812
9405,38.176,-85.736,38.205,-85.836
8959,38.176,-85.736,38.204,-85.831
9548,38.176,-85.736,38.200,-85.840
9785,38.176,-85.736,38.198,-85.844
9823,38.176,-85.736,38.197,-85.845
10296,38.176,-85.736,38.191,-85.852
10457,38.176,-85.736,38.190,-85.854
11627,38.176,-85.736,38.207,-85.862
11066,38.176,-85.736,38.204,-85.857
10755,38.176,-85.736,38.187,-85.857
10555,38.176,-85.736,38.185,-85.855
11465,38.176,-85.736,38.191,-85.865
12301,38.176,-85.736,38.187,-85.875
11105,38.176,-85.736,38.182,-85.862
10923,38.176,-85.736,38.181,-85.860
13762,38.176,-85.736,38.145,-85.888
13968,38.176,-85.736,38.144,-85.890
